"id_encuestado","pais","region","zona","edad","generacion","sexo_biologico","ingreso_anual","importante_trabajo","ocurrio_trabajo","expectativa_trabajo","sentimiento_si_no_trabajo","importante_vivienda_propia","ocurrio_vivienda_propia","expectativa_vivienda_propia","sentimiento_si_no_vivienda_propia","importante_vida_independiente","ocurrio_vida_independiente","expectativa_vida_independiente","sentimiento_si_no_vida_independiente","importante_ser_padre","ocurrio_ser_padre","expectativa_ser_padre","sentimiento_si_no_ser_padre","importante_casarse","ocurrio_casarse","expectativa_casarse","sentimiento_si_no_casarse","importante_mascota","ocurrio_mascota","expectativa_mascota","sentimiento_si_no_mascota","idx_aspiracion_global","idx_expectativa_global","idx_satisfaccion_vida","D1_seguridad_economica","D2_vivienda_independencia","D3_familia_tradicional","D4_presion_social","D5_bienestar_emocional","D6_apertura_alternativas","D7_confianza_futuro","D8_estabilidad_laboral","D9_preocupacion_financiera","D10_apoyo_red_familiar","D11_expectativa_matrimonio","D12_optimismo_personal","D13_control_sobre_futuro","D14_autonomia_estilo_vida"
23620,"India","Asia",1,66,"Baby Boomer",1,4387,"Sí","No","Probable","Feliz","No","Sí","","","Sí","No","Probable","Feliz","No","No","Probable","Neutral","No","No","Probable","Feliz","No","No","Incierto","Neutral",33.33,100,2.6,2.96,4.04,4.56,4.63,3.91,3.32,3.34,4.97,4.4,4.02,5.19,3.9,3.43,3.13
23622,"Suecia","Europa",1,22,"Gen Z",2,25397,"No","Sí","","","Sí","No","Incierto","Triste","No","No","Incierto","Triste","Sí","No","Incierto","Neutral","No","No","Probable","Neutral","No","Sí","","",33.33,0,1.5,5.43,5.32,4.09,5.06,3.9,4.48,2.6,4.57,3.15,4.88,4.21,3.54,3.45,3.1
23624,"India","Asia",1,58,"Gen X",2,2313,"No","Sí","","","No","No","Probable","Neutral","No","No","Probable","Neutral","No","No","Incierto","Neutral","No","Sí","","","No","No","Incierto","Feliz",0,NA,2.25,2.95,4.25,3.79,4.44,4.11,4.6,2.1,3.07,5.14,3.41,4.03,3.63,2.4,3.45
23642,"India","Asia",2,19,"Gen Z",1,2980,"No","No","Improbable","Neutral","Sí","No","Probable","Feliz","Sí","Sí","","","No","No","Incierto","Feliz","No","No","Incierto","Triste","No","No","Cierto","Feliz",33.33,100,2.4,3.23,2.95,4.43,5.07,2.1,4,2.04,3.07,5.15,5.34,4.05,2.72,2.53,3.61
23654,"India","Asia",2,29,"Gen Z",2,3663,"Sí","Sí","","","No","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Incierto","Triste","No","No","Incierto","Feliz","No","No","Incierto","Neutral",16.67,NA,1.8,4.5,2.88,4.07,4.07,3.16,4.73,1,3.76,6.07,3.81,2.71,2.23,1.84,4.16
23656,"Suecia","Europa",1,26,"Gen Z",2,46574,"Sí","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Probable","Feliz","Sí","Sí","","","No","No","Probable","Triste",33.33,100,1.6,4.52,4.37,4.24,4.08,4.47,4.66,2.95,4.06,3.14,4.27,2.88,4.25,4.48,3.88
23660,"Suecia","Europa",1,73,"Baby Boomer",2,46965,"Sí","No","Incierto","Feliz","Sí","No","Probable","Feliz","No","No","Cierto","Triste","Sí","No","Probable","Neutral","No","No","Cierto","Triste","No","No","Probable","Feliz",50,66.67,NA,3.94,5.23,3.56,2.4,4.88,3.94,5.91,4.66,3.52,3.73,3.2,5.72,7,6.01
23663,"India","Asia",1,41,"Millennial",1,2572,"No","No","Incierto","Triste","Sí","No","Improbable","Neutral","Sí","No","Incierto","Feliz","No","No","Incierto","Neutral","Sí","No","Cierto","Feliz","Sí","No","Improbable","Feliz",66.67,25,2.33,3.27,3.06,4.27,4.47,3.9,2.93,3.6,2.38,4.01,3.88,4.41,2.88,1.63,2.46
23671,"Suecia","Europa",1,34,"Millennial",2,38988,"Sí","No","Improbable","Neutral","No","No","Probable","Triste","No","No","Probable","Neutral","Sí","No","Cierto","Triste","No","No","Cierto","Neutral","No","No","Improbable","Triste",33.33,50,1.5,5,3.31,4.08,3.21,4.53,4.19,3.9,4.16,3.96,4.33,4.34,4.35,4.36,5.63
23672,"India","Asia",1,24,"Gen Z",1,2673,"No","No","Incierto","Neutral","Sí","No","Incierto","Neutral","No","No","Improbable","Triste","No","No","Incierto","Triste","No","No","Probable","Triste","No","No","Probable","Triste",16.67,0,1.33,3.05,2.79,3.52,4.36,2.98,4.38,2.11,2.73,6.17,4.82,4.25,3.35,2.07,2.9
23688,"India","Asia",1,27,"Gen Z",2,2451,"Sí","No","Improbable","Triste","No","No","Improbable","Triste","Sí","No","Improbable","Triste","No","No","Incierto","Neutral","No","No","Probable","Neutral","No","No","Probable","Neutral",33.33,0,1.5,3.32,3.19,4.72,4.98,3.15,3.25,2.94,4.79,4.22,4.64,4.11,2.95,3.56,3.78
23689,"India","Asia",1,26,"Gen Z",2,2678,"No","No","Probable","Triste","Sí","Sí","","","Sí","No","Incierto","Feliz","No","No","Incierto","Feliz","No","No","Improbable","Neutral","No","No","Incierto","Neutral",33.33,0,2.2,3.54,2.26,3.86,3.94,4.07,3.31,1.52,4.72,4.49,4.02,3.28,2.55,2.13,4.31
23691,"Suecia","Europa",1,46,"Millennial",1,78774,"Sí","No","Cierto","Feliz","Sí","No","Cierto","Triste","Sí","Sí","","","Sí","No","Improbable","Neutral","No","No","Probable","Neutral","No","No","Probable","Feliz",66.67,66.67,2.2,4.57,5.29,4.22,4.22,5.21,3.6,5.9,5.08,3.76,3.67,4.01,4.73,3.85,5.12
23700,"India","Asia",2,44,"Millennial",2,1613,"No","No","Probable","Triste","No","No","Incierto","Triste","No","No","Incierto","Neutral","Sí","Sí","","","No","No","Cierto","Feliz","No","No","Probable","Triste",16.67,NA,1.6,2.56,3.44,4.45,4.53,3.83,4.73,3.32,1.56,6.63,4.06,3.33,2.76,3.51,3.43
23702,"India","Asia",2,31,"Millennial",2,2239,"Sí","No","Incierto","Neutral","Sí","No","Probable","Neutral","No","No","Cierto","Neutral","Sí","No","Incierto","Triste","No","No","Probable","Neutral","No","No","Improbable","Triste",50,33.33,1.67,3.17,3.63,4.53,5.54,2.73,3.56,2.28,3.91,4.61,4.24,4.5,3.17,3.31,3.9
23706,"Suecia","Europa",1,68,"Baby Boomer",1,56360,"Sí","Sí","","","Sí","Sí","","","Sí","Sí","","","Sí","Sí","","","No","Sí","","","Sí","Sí","","",83.33,NA,NA,4.23,4.06,3.58,4.11,5.83,3.79,6.36,4.61,4.73,4.39,4.81,5.62,5,4.9
23707,"India","Asia",1,39,"Millennial",2,2180,"No","Sí","","","No","No","Probable","Neutral","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Probable","Neutral","No","Sí","","",0,NA,1.5,3.69,3.33,3.2,3.18,3.23,3.92,4.03,2.21,5.65,3.96,3.01,3.46,4.72,3.59
23710,"Suecia","Europa",1,51,"Gen X",2,65873,"No","Sí","","","Sí","Sí","","","No","Sí","","","No","No","Improbable","Triste","Sí","No","Probable","Triste","No","No","Cierto","Triste",33.33,100,1,4.1,4.91,4.2,4.82,4.9,4.67,3.77,6.1,4.23,4.17,3.44,4.6,4.74,4.47
23716,"India","Asia",2,23,"Gen Z",1,3562,"No","Sí","","","Sí","No","Incierto","Triste","Sí","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Improbable","Triste","No","No","Probable","Neutral",33.33,0,1.4,4.56,3.09,4.37,5.47,2.51,3.77,1.78,4.58,2.73,4.44,3.37,1.48,2.5,4.97
23721,"Suecia","Europa",1,44,"Millennial",2,52906,"No","No","Cierto","Neutral","Sí","Sí","","","Sí","No","Probable","Feliz","No","No","Improbable","Neutral","Sí","No","Probable","Triste","Sí","No","Improbable","Neutral",66.67,66.67,2,3.9,3.12,3.41,3.21,4.13,4.76,3.27,4.38,3.36,3.97,3.82,2.58,3.95,4.05
23729,"India","Asia",2,31,"Millennial",2,1088,"No","No","Incierto","Neutral","No","No","Probable","Neutral","No","No","Probable","Triste","No","No","Probable","Feliz","Sí","No","Incierto","Triste","No","No","Probable","Triste",16.67,0,1.67,3.28,2.36,5.39,4.75,2.29,4.58,2.47,2.39,6.37,4.28,4.44,2.42,1.31,2.89
23735,"India","Asia",2,19,"Gen Z",2,2223,"No","No","Probable","Triste","Sí","No","Incierto","Feliz","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Probable","Feliz","No","No","Incierto","Neutral",16.67,0,2,4.22,3.34,3.86,3.99,1.56,3.88,2.77,3.74,4.2,4.57,4.97,2.91,2.27,3.36
23738,"India","Asia",2,67,"Baby Boomer",2,3983,"Sí","Sí","","","Sí","No","Cierto","Neutral","Sí","No","Cierto","Triste","No","Sí","","","No","Sí","","","No","Sí","","",50,100,1.5,5.47,3.32,3.67,3.16,4.66,5.02,4.39,5.03,3.62,4.24,4,5.42,5.05,4.4
23741,"Suecia","Europa",1,68,"Baby Boomer",1,82507,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Triste","Sí","No","Incierto","Neutral","Sí","No","Incierto","Feliz","Sí","Sí","","",83.33,0,2,4.78,5.25,3.67,2.44,3.99,5.9,6.08,4.7,2.76,2.1,2.07,4.77,5.55,4.91
23742,"India","Asia",2,66,"Baby Boomer",1,5507,"No","No","Cierto","Neutral","No","No","Probable","Neutral","Sí","Sí","","","No","No","Cierto","Neutral","No","Sí","","","No","Sí","","",16.67,NA,2,3.93,4.71,5.76,4.77,3.94,2.4,4.32,2.45,3.65,5.05,4.23,5.08,5.24,3.69
23751,"Suecia","Europa",1,36,"Millennial",1,28277,"No","No","Incierto","Neutral","No","No","Cierto","Feliz","No","No","Incierto","Neutral","No","No","Cierto","Triste","No","No","Cierto","Neutral","No","Sí","","",0,NA,2,3.9,5.17,4.19,3.56,3.96,3.4,3.6,4.68,5.97,3.93,4.4,3.97,3.84,3.43
23772,"Suecia","Europa",1,39,"Millennial",2,44990,"Sí","No","Cierto","Neutral","No","No","Incierto","Triste","Sí","No","Incierto","Triste","No","No","Probable","Neutral","No","No","Probable","Neutral","No","No","Incierto","Neutral",33.33,50,1.67,4.03,5.09,3.5,3.96,4.98,4.8,4.86,5.38,5.09,4.35,3.54,4.65,4.49,3.9
23782,"India","Asia",1,23,"Gen Z",2,1360,"No","No","Improbable","Feliz","No","No","Incierto","Triste","No","No","Incierto","Triste","Sí","No","Improbable","Neutral","Sí","No","Incierto","Feliz","No","No","Incierto","Feliz",33.33,0,2.17,2.79,3.06,3.8,4.06,3.58,5.03,1,2.59,5.58,2.51,3.78,1.86,3.25,3.46
23788,"India","Asia",1,45,"Millennial",2,NA,"No","Sí","","","Sí","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Triste","Sí","No","Probable","Neutral","No","No","Probable","Triste",50,100,NA,3.6,4.34,3.19,4.1,3.56,3.84,3.22,2.56,3.86,4.21,4.09,2.18,3.38,4.07
23792,"Suecia","Europa",1,44,"Millennial",2,29949,"No","Sí","","","Sí","No","Probable","Feliz","Sí","No","Cierto","Neutral","No","No","Probable","Feliz","No","No","Cierto","Neutral","No","No","Cierto","Neutral",33.33,100,2.4,6.05,4.7,3.19,3.21,4.59,5.33,4.25,5.92,3.37,1.87,2.78,3.81,4.29,4.97
23793,"Suecia","Europa",1,24,"Gen Z",2,37038,"Sí","No","Probable","Neutral","Sí","No","Probable","Triste","No","Sí","","","No","No","Improbable","Triste","No","No","Incierto","Triste","Sí","Sí","","",50,100,1.25,4.49,4.74,3.79,4.41,5,4.85,1,4.13,3.62,2.7,3.12,4.54,3.88,3.92
23798,"Suecia","Europa",1,53,"Gen X",1,41562,"Sí","No","Incierto","Feliz","No","No","Incierto","Feliz","Sí","Sí","","","Sí","No","Incierto","Feliz","Sí","No","Probable","Feliz","No","Sí","","",66.67,33.33,3,4.4,5.75,3.17,3.94,3.59,3.98,4.06,5.84,4.12,4.28,4.15,4.82,3.29,3.8
23802,"India","Asia",1,38,"Millennial",1,2341,"No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Cierto","Neutral","No","No","Incierto","Feliz","No","Sí","","",0,NA,2.2,3.39,4.36,4.83,4,3.6,4.13,3.35,3.11,5.14,5.23,3.97,3.25,3.38,2.67
23806,"Suecia","Europa",1,54,"Gen X",2,35804,"Sí","No","Probable","Feliz","Sí","No","Probable","Triste","No","Sí","","","Sí","No","Probable","Neutral","No","Sí","","","No","Sí","","",50,100,2,4.3,5.25,2.15,3.17,5.16,4.93,3.49,5.37,3.7,3.68,3.43,3.69,4.68,4.19
23807,"Suecia","Europa",1,38,"Millennial",2,24887,"No","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","No","Incierto","Neutral","Sí","No","Probable","Triste","No","Sí","","",16.67,100,1.67,4.88,4.06,2.97,3.68,4.3,3.88,4.64,4.63,4.14,4.02,3.38,4.52,3.6,4.41
23811,"India","Asia",2,33,"Millennial",1,2366,"Sí","No","Improbable","Feliz","Sí","No","Probable","Feliz","No","No","Probable","Neutral","No","No","Cierto","Triste","No","No","Probable","Triste","No","No","Incierto","Neutral",33.33,50,2,1.97,1.82,5.53,4.95,3.35,2.98,2.53,3.38,4.83,5.3,4.58,3.92,3.24,2.44
23818,"Suecia","Europa",1,51,"Gen X",2,38708,"Sí","Sí","","","No","Sí","","","No","Sí","","","No","No","Probable","Triste","No","No","Incierto","Neutral","Sí","No","Probable","Neutral",33.33,100,1.67,5.34,4.62,3.67,4.09,4.95,4.29,3.83,5.76,2.89,3.43,3.15,4.56,4.16,4.37
23840,"Suecia","Europa",2,70,"Baby Boomer",1,121495,"Sí","No","Probable","Neutral","No","No","Cierto","Triste","Sí","Sí","","","Sí","Sí","","","Sí","No","Cierto","Feliz","No","Sí","","",66.67,100,2,4.41,4.56,4.75,4.35,4.99,4.35,5.08,6.07,3.93,5.22,4.61,6.67,4.44,3.97
23841,"Suecia","Europa",2,26,"Gen Z",1,64502,"Sí","No","Cierto","Neutral","No","No","Cierto","Triste","No","Sí","","","No","No","Incierto","Feliz","No","No","Incierto","Feliz","No","No","Probable","Triste",16.67,100,2,4.36,4.03,4.67,3.42,3.96,4.81,2.78,4.24,4.05,3.21,3.92,2.79,2.86,3.7
23847,"India","Asia",1,40,"Millennial",1,5090,"Sí","No","Improbable","Neutral","No","No","Cierto","Triste","Sí","No","Improbable","Feliz","Sí","No","Incierto","Neutral","No","No","Improbable","Neutral","No","Sí","","",50,0,2,4.85,5.21,3.5,3.13,2.83,3.59,3.39,5.74,3.39,3.64,3.64,2.7,3.67,4.06
23858,"India","Asia",1,23,"Gen Z",1,3395,"Sí","No","Improbable","Feliz","Sí","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Improbable","Neutral","No","No","Probable","Neutral",33.33,0,1.83,3.37,3.43,4.21,4.89,3.82,4.92,2.27,3.1,4.94,4.27,6.06,3.47,1.78,3.47
23872,"Suecia","Europa",2,44,"Millennial",2,23936,"Sí","Sí","","","Sí","No","Improbable","Feliz","Sí","Sí","","","No","No","Probable","Feliz","No","No","Probable","Triste","Sí","No","Probable","Feliz",66.67,50,2.5,4.55,4.53,3.5,3.26,4.98,4.69,5.63,4.93,2.35,2.85,2.73,4.74,3.94,4.82
23889,"Suecia","Europa",1,37,"Millennial",1,47543,"Sí","No","Incierto","Triste","Sí","Sí","","","No","Sí","","","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Cierto","Triste",33.33,0,1,4.42,4.15,5.43,4.7,3.57,3.6,5.53,6.12,3.16,5.51,5.01,3.57,4.23,4.12
23898,"Suecia","Europa",1,49,"Gen X",1,61817,"Sí","No","Probable","Neutral","Sí","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Feliz","No","No","Probable","Neutral","No","Sí","","",33.33,100,2.25,3.88,3.16,3.25,4.31,4.75,4.32,3.93,4.26,4.29,3.7,3.5,2.56,3.5,4.45
23900,"Suecia","Europa",1,19,"Gen Z",2,42272,"Sí","Sí","","","Sí","Sí","","","No","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Incierto","Neutral","Sí","Sí","","",50,NA,1.33,3.87,4.37,3.72,3.56,3.98,4.7,2.79,4.84,3.65,3.68,3.77,2.96,2.95,3.32
23906,"India","Asia",2,62,"Baby Boomer",2,1936,"No","No","Incierto","Triste","No","No","Incierto","Feliz","No","Sí","","","No","Sí","","","No","No","Probable","Triste","No","Sí","","",0,NA,1.67,3.89,3.39,4.32,4.97,4.08,3.69,2.25,2.95,4.78,3.69,4.08,3.86,4.02,4.42
23907,"India","Asia",2,56,"Gen X",2,1845,"No","No","Probable","Triste","Sí","No","Incierto","Triste","No","No","Probable","Triste","Sí","Sí","","","No","No","Cierto","Feliz","No","Sí","","",33.33,0,1.5,2.32,2.93,4.69,4.09,3.05,4.45,4.47,2.9,4.83,2.57,4.23,3.39,3.61,4.51
23914,"India","Asia",1,60,"Gen X",2,3259,"No","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","No","No","Incierto","Neutral","No","No","Incierto","Neutral",16.67,NA,2,3.8,4.01,3.19,3.85,3.89,5.11,3.46,2.54,4.08,3.52,3.07,3.42,4.33,4.72
23923,"Suecia","Europa",1,54,"Gen X",2,91722,"Sí","No","Probable","Triste","No","Sí","","","Sí","No","Cierto","Feliz","Sí","No","Probable","Triste","No","No","Cierto","Triste","Sí","No","Probable","Feliz",66.67,100,NA,5.12,4.56,4.52,4.27,5.09,4.59,5.72,5.77,3.42,4.02,4.52,4.7,5.43,4.29
23935,"Suecia","Europa",1,27,"Gen Z",1,37237,"No","Sí","","","No","No","Incierto","Triste","Sí","No","Incierto","Neutral","Sí","Sí","","","No","No","Incierto","Neutral","Sí","No","Probable","Feliz",50,50,2,4.59,3.02,2.57,4.38,2.07,4.94,2.21,3.96,4.14,3.49,2.68,3.38,2.94,3.13
23940,"Suecia","Europa",1,47,"Gen X",1,63560,"Sí","Sí","","","No","No","Cierto","Triste","Sí","Sí","","","Sí","Sí","","","No","Sí","","","Sí","Sí","","",66.67,NA,1,4.79,4.58,3.15,3.29,4.08,3.97,3.58,2.74,2.71,3.67,2.96,4.43,4.73,4.51
23942,"India","Asia",2,33,"Millennial",1,5423,"No","Sí","","","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Incierto","Neutral","Sí","No","Probable","Feliz","No","No","Probable","Neutral",16.67,100,2,4.34,3.58,3.41,3.69,3.72,4.07,1.8,4.04,4.37,3.41,3.5,3.73,4.2,3.75
23961,"Suecia","Europa",1,20,"Gen Z",2,37972,"No","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","Sí","","",16.67,100,2,3.7,3.79,3.15,3.18,4.1,3.9,2.64,4.58,3.37,2.86,1.99,2.87,2.43,5.7
23971,"India","Asia",1,30,"Gen Z",1,3304,"No","No","Probable","Triste","No","Sí","","","Sí","No","Incierto","Triste","No","No","Improbable","Triste","No","No","Incierto","Neutral","No","No","Cierto","Neutral",16.67,0,1.4,2.83,2.93,4.23,4.98,3.03,4.18,3.26,3.34,4.44,4.05,3.42,3.29,2.1,3.72
23994,"India","Asia",2,65,"Baby Boomer",2,4672,"No","No","Incierto","Triste","Sí","Sí","","","Sí","Sí","","","Sí","Sí","","","No","No","Incierto","Triste","No","Sí","","",50,NA,1,3.66,4.28,3.95,3.29,3.6,5.03,3.1,4.21,4.93,4.25,3.25,4.09,4.95,3.59
23998,"India","Asia",2,70,"Baby Boomer",1,11760,"No","Sí","","","Sí","Sí","","","No","No","Incierto","Neutral","Sí","No","Probable","Neutral","Sí","Sí","","","No","Sí","","",50,100,NA,3.16,2.79,4.55,3.78,4.85,3.34,4.18,3.8,4.82,4.11,5.94,2.78,4.94,4.02
23999,"Suecia","Europa",2,47,"Gen X",2,34620,"Sí","No","Incierto","Feliz","Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","No","Probable","Feliz","No","Sí","","",50,0,3,4.06,4.28,3.1,3.09,4.9,3.87,4.35,3.64,5.38,3.12,2.94,4.25,4.65,5.92
24008,"India","Asia",1,32,"Millennial",2,3176,"No","No","Incierto","Triste","Sí","No","Incierto","Triste","No","No","Incierto","Triste","Sí","No","Incierto","Neutral","Sí","No","Improbable","Triste","No","Sí","","",50,0,1.2,3.75,2.26,1.96,3.24,4.53,5.07,3.22,3.65,5.21,2.69,1.58,3.86,3.72,5.85
24011,"India","Asia",2,64,"Baby Boomer",1,7409,"No","Sí","","","No","No","Cierto","Triste","No","Sí","","","Sí","No","Incierto","Neutral","Sí","Sí","","","No","Sí","","",33.33,0,1.5,3.28,4.62,4.91,4.15,4.53,2.74,3.98,3.69,4.55,5.25,4.42,6.21,4.85,4.13
24020,"India","Asia",2,21,"Gen Z",2,5097,"No","Sí","","","No","No","Incierto","Feliz","No","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Improbable","Feliz","No","No","Incierto","Triste",0,NA,2.2,4.35,2.6,2.59,4.49,3.72,5.06,1.34,3.26,5.69,3.99,3.05,3.04,3.47,4.76
24024,"Suecia","Europa",1,52,"Gen X",1,58278,"Sí","No","Incierto","Triste","Sí","No","Probable","Neutral","No","Sí","","","No","No","Probable","Feliz","No","No","Cierto","Triste","No","Sí","","",33.33,50,1.75,4.97,5.1,4.78,4.54,4.2,2.53,5.15,4.69,2.25,4.36,4.64,4.59,4.04,4.8
24028,"India","Asia",1,30,"Gen Z",1,5159,"Sí","No","Incierto","Triste","No","No","Incierto","Neutral","No","Sí","","","Sí","No","Probable","Triste","No","No","Improbable","Triste","No","No","Improbable","Neutral",33.33,50,1.4,4.13,2.42,2.97,3.89,3.45,3.21,1,4.15,4.03,4.84,3.42,1.97,3.11,3.52
24037,"India","Asia",2,60,"Gen X",1,6421,"Sí","Sí","","","Sí","No","Probable","Neutral","No","Sí","","","Sí","No","Cierto","Neutral","No","Sí","","","No","No","Cierto","Neutral",50,100,2,4.74,4.8,4.73,3.9,5.19,5.03,3.94,2.99,3.77,3.15,3.18,5.03,3.02,3.82
24060,"Suecia","Europa",1,53,"Gen X",2,73456,"Sí","Sí","","","Sí","No","Probable","Neutral","No","No","Probable","Triste","No","No","Probable","Triste","Sí","No","Cierto","Neutral","No","Sí","","",50,100,1.5,4.7,5.02,3.56,3.66,5.05,4.73,5.91,5.36,2.89,5.01,2.47,6.36,4.73,4.83
24061,"India","Asia",1,27,"Gen Z",1,3414,"Sí","No","Incierto","Neutral","Sí","No","Probable","Triste","Sí","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Feliz","No","No","Improbable","Triste",50,33.33,1.83,3.24,1.32,5.84,5.46,2.38,3.94,1.67,4.26,4.49,4.03,4.44,1.95,1.13,1.6
24066,"India","Asia",2,63,"Baby Boomer",2,3917,"Sí","No","Cierto","Feliz","No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Feliz","No","No","Probable","Neutral",33.33,100,2.5,3.56,3.1,4.24,3.72,4.84,4.17,4.36,3.49,4.72,4.56,2.98,3.4,4.86,4.3
24068,"Suecia","Europa",1,26,"Gen Z",1,44472,"Sí","No","Probable","Neutral","Sí","No","Probable","Triste","No","No","Cierto","Feliz","Sí","No","Probable","Neutral","No","No","Improbable","Triste","No","Sí","","",50,100,1.8,4.67,3.63,4.96,5.18,4.29,2.73,2.66,4.25,4.55,5.21,4.45,2.64,3.48,3.18
24076,"India","Asia",1,60,"Gen X",1,4414,"No","No","Incierto","Triste","Sí","Sí","","","No","Sí","","","No","No","Incierto","Feliz","Sí","No","Incierto","Feliz","No","No","Probable","Neutral",33.33,0,2.25,5.25,3.6,5.72,3.55,3.84,2.95,-0.53125,5.73,3.68,4.17,4.7,3.37,3.57,4.57
24081,"India","Asia",2,68,"Baby Boomer",1,3212,"Sí","No","Cierto","Neutral","No","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","No","Incierto","Neutral","No","Sí","","",16.67,100,2,2.27,3.92,4.8,5.45,2.83,3.21,2.56,3.42,5.73,5.56,5.01,4.53,3.65,4.32
24083,"India","Asia",2,57,"Gen X",2,3958,"Sí","Sí","","","No","No","Incierto","Neutral","No","No","Incierto","Feliz","No","No","Probable","Feliz","No","Sí","","","No","No","Probable","Neutral",16.67,NA,2.5,3.88,3.48,3.68,4.29,3.38,3.97,2.96,3.18,5.17,5.1,5.01,3.1,4.27,2.97
24091,"Suecia","Europa",1,20,"Gen Z",1,53940,"Sí","No","Cierto","Feliz","Sí","No","Incierto","Neutral","Sí","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Probable","Neutral","No","Sí","","",50,33.33,2,4.87,5.14,3.22,4.08,4.76,4.67,3.77,5.95,4.66,5.2,4.42,3.62,4.45,4.06
24094,"Suecia","Europa",1,66,"Baby Boomer",1,58357,"Sí","No","Improbable","Triste","Sí","No","Cierto","Neutral","No","No","Probable","Neutral","Sí","No","Improbable","Neutral","No","No","Cierto","Feliz","No","Sí","","",50,33.33,2,5.15,5.65,2.91,3.49,4.19,4.28,3.94,4.84,3.35,3.82,3.44,5.57,5.13,5.53
24096,"Suecia","Europa",1,42,"Millennial",1,51406,"Sí","Sí","","","Sí","No","Probable","Feliz","Sí","Sí","","","Sí","No","Cierto","Triste","Sí","Sí","","","No","Sí","","",83.33,100,NA,4.66,4.66,4.33,4.16,3.9,3.91,3.99,3.6,4.34,5.05,4.33,3.9,2.48,3.98
24097,"Suecia","Europa",1,73,"Baby Boomer",1,56523,"Sí","Sí","","","No","No","Probable","Triste","No","No","Cierto","Triste","Sí","Sí","","","No","Sí","","","Sí","Sí","","",50,NA,1,4.02,5.25,4.08,5.01,4.51,4.2,4.73,4.79,3.22,4.68,4.72,4.92,5.11,3.81
24100,"India","Asia",1,23,"Gen Z",1,4450,"No","No","Incierto","Triste","No","No","Improbable","Feliz","Sí","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Incierto","Neutral","No","Sí","","",16.67,0,1.8,2.53,1.96,4.34,4.42,2.08,2.63,3.62,2.32,5.32,4.97,4.44,2.13,2.2,2.42
24105,"India","Asia",1,28,"Gen Z",2,2558,"No","No","Improbable","Triste","Sí","No","Improbable","Neutral","No","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Probable","Neutral","No","No","Incierto","Feliz",16.67,0,NA,3.54,2.06,4.92,5.72,2.77,3.22,1.6,4,3.92,3.09,3.67,2.23,2.7,4.01
24112,"Suecia","Europa",1,32,"Millennial",1,39363,"Sí","No","Probable","Feliz","No","Sí","","","No","No","Probable","Feliz","Sí","No","Probable","Neutral","Sí","No","Probable","Neutral","Sí","Sí","","",66.67,100,2.5,3.66,5.16,3.09,4.84,4.33,4.28,4.48,6,4.33,3.57,2.93,3.06,3.92,4.93
24114,"India","Asia",2,49,"Gen X",2,3589,"No","Sí","","","Sí","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Probable","Triste","No","Sí","","","No","No","Probable","Feliz",16.67,0,1.5,4.24,3.98,4.44,3.58,3.53,3.32,4.18,6.2,4.12,4.17,3.59,3.93,3.61,5.02
